survey	xray_objid	old_sdss_dr8objid	new_sdss_dr8objid	RA	DEC	z_spec	eBV	class	SOFT_FLUX	hard_flux	full_flux	SDSS_REJ	petroRad_u	petroRad_g	petroRad_r	petroRad_i	petroRad_z	petroR90_u	petroR90_g	petroR90_r	petroR90_i	petroR90_z	probPSF	extinction_u	extinction_g	extinction_r	extinction_i	extinction_z	sdss_u_mag	sdss_u_err	sdss_g_mag	sdss_g_err	sdss_r_mag	sdss_r_err	sdss_i_mag	sdss_i_err	sdss_z_mag	sdss_z_err	galex_objid	galex_nuv_mag	galex_nuv_err	galex_fuv_mag	galex_fuv_err	ukidss_objid	ukidss_y_mag	ukidss_y_err	ukidss_j_mag	ukidss_j_err	ukidss_h_mag	ukidss_h_err	ukidss_k_mag	ukidss_k_err	wise_sigra	wise_sigdec	wise_cntr	wise_w1_mag	wise_w1_err	wise_w2_mag	wise_w2_err	wise_w3_mag	wise_w3_err	wise_w4_mag	wise_w4_err	wise_w1_snr	wise_w1_cov	wise_w2_snr	wise_w2_cov	wise_w3_snr	wise_w3_cov	wise_w4_snr	wise_w4_cov
XMM	90070201	1237663716555948069	1237663716555948069	10.80213	0.9346745	0.902801	0.04711	QSO	5.57745e-14	1.054326e-13	1.738957e-13	no	1.151225	17.28217	1.013356	1.01858	6.915703	1.254494	1.223279	1.092071	1.194128	1.168285	1	0.1014608	0.07465387	0.05414521	0.04105668	0.0291097	19.2088040566	0.02273329	18.9850806576	0.00891428	18.8506954603	0.009655704	18.9134962499	0.01265769	18.9233098025	0.03549727	6476002678826604842	19.8495178064	0.03252869	21.4774950654	0.07636532	433827499179	19.8343049231	0.313507	19.9067673135	0.263656	18.9782162061	0.201836	-99.0	-99.0	0.1456	0.1539	105101501241001327	18.9455427631	0.098	18.4841491228	0.141	17.065	9999.0	14.945	9999.0	17.5	12.084	14.7	11.98	2.3	4.002	1.3	4.04
XMM	90070201	1237663716555948116	1237676326569836755	10.77187	0.858638	1.931918	0.047279	QSO	8.941057e-15	1.714973e-14	2.823601e-14	no	1.398649	1.321287	1.156532	1.299583	1.139788	1.412412	1.489427	1.43357	1.425684	1.220521	1	0.09464315	0.06963752	0.05050694	0.03829788	0.02715368	20.5913781433	0.1350454	20.2633163036	0.04357877	20.0471004125	0.03821541	19.709514721	0.03472941	19.5393737369	0.07685488	2915097932830091436	24.6844326782	0.5668709	-99.0	-99.0	433827499363	19.8499233375	0.182466	19.898811583	0.127429	18.6904917829	0.100991	-99.0	-99.0	0.205	0.2155	105101501241001461	19.4643047075	0.185	19.2149375177	0.222	17.285	9999.0	15.473	9999.0	11.6	15.454	11.9	15.494	4.0	7.996	1.7	7.908
XMM	90070201	1237663716556013642	1237676326569967677	11.05706	0.8614655	0.937814	0.036415	QSO	6.512056e-14	9.956231e-14	1.859883e-13	no	1.514067	1.362639	1.276355	1.259436	1.3302	1.443111	1.592137	1.34186	1.373154	1.546039	1	0.1061239	0.07808496	0.05663373	0.04294364	0.03044758	18.9407351544	0.03601453	18.8377257653	0.01352918	18.5823650357	0.01228855	18.6156030784	0.0144793	18.4614467082	0.03145255	2915097932832188470	19.1871269517	0.02156354	20.0663184522	0.04799689	433827499926	18.3248003672	0.047989	18.1468414834	0.046799	17.9600190522	0.050767	18.3402111744	0.059396	0.1911	0.198	105101501241000112	18.1457055872	0.045	17.9802938553	0.067	17.095	9999.0	15.495	0.411	25.5	13.329	18.7	14.076	6.4	7.045	5.6	7.155
XMM	90070201	1237663716556013887	1237676326569967772	10.9641	0.9173222	1.141238	0.031788	QSO	1.364874e-14	0.0	4.27814e-14	no	2.508126	1.259245	1.328316	1.697719	1.905007	2.105331	1.203505	1.578447	1.724079	2.129194	1	0.1125575	0.08281871	0.06006704	0.04554702	0.0322934	20.3830940107	0.1174132	20.3302142677	0.04595454	20.1915779874	0.04350092	20.2060072114	0.05383935	20.3648566683	0.1617317	2915097932832189370	20.7650926964	0.04728195	22.231961324	0.1474792	433827446616	-99.0	-99.0	-99.0	-99.0	20.1242604142	0.245763	19.8045104656	0.299275	0.633	0.6632	105101501241001695	19.5309302328	0.143	19.4304935403	0.356	17.582	9999.0	14.904	9999.0	8.6	12.912	7.3	12.914	-0.1	5.88	0.3	5.923
XMM	93030201	1237663457778664332	1237666648942117458	322.2352	0.003095461	0.289304	0.062128	GALAXY	1.164044e-14	0.0	3.068903e-14	no	3.267887	3.187333	3.206105	3.171035	2.573102	1.977568	2.546831	2.894982	4.066165	1.696855	0	0.2160197	0.1589452	0.1152803	0.08741359	0.06197733	20.9127224603	0.1370538	20.3634561319	0.02990161	19.3951302923	0.02461042	18.8459773593	0.02287779	18.5699373061	0.07430872	2863060246512807319	22.0288313924	0.07572935	22.4167449046	0.1305842	433871281741	17.3467768199	0.01676	17.1955034458	0.022272	16.9829710255	0.016102	17.3281357598	0.027917	0.1334	0.1406	3221100001241020554	18.5195428799	0.133	18.8577047822	0.147	18.371	9999.0	15.513	9999.0	20.9	10.922	11.2	10.904	1.4	9.955	4.2	9.844
XMM	93030201	1237663457778729482	1237663457778729482	322.3515	0.1102868	1.3971	0.032374	QSO	4.590028e-15	0.0	1.542574e-14	no	0.9828381	1.133893	0.8812533	0.8471076	0.9416694	1.011619	1.156269	1.089514	0.9159374	1.006612	1	0.2154218	0.1585053	0.1149613	0.08717165	0.06180578	19.9574232885	0.03369965	19.8215333831	0.01265625	19.6710023682	0.01450444	19.6501890258	0.01837397	19.7372176861	0.07438595	6396380444789578002	20.6480716648	0.08614867	22.7039377404	0.3050892	433871174346	19.3613563627	0.087543	19.1410703356	0.122734	18.8642539865	0.099069	19.0331840054	0.123662	0.3996	0.415	3221100001241018919	19.3395220027	0.244	19.3896862246	0.433	17.999	9999.0	15.637	9999.0	13.5	10.871	10.2	10.775	1.4	9.909	2.3	9.837
XMM	93030201	1237663457778795378	1237663457778795378	322.488	0.03572477	0.556921	0.04725	QSO	1.211772e-14	1.507528e-14	3.435305e-14	no	1.362299	1.530817	1.996852	2.196562	2.112071	1.327828	1.444003	2.465964	2.629013	2.09735	0	0.2059529	0.1515382	0.1099081	0.08334003	0.05908912	22.0698595695	0.1950579	21.5372518177	0.04963984	20.5745492724	0.03355565	19.6126080328	0.02289413	19.3243881651	0.07458513	6396380444789578406	23.0221029575	0.3688821	22.7609756025	0.3784685	433871262560	21.1323519519	0.340804	20.1171773866	0.187675	20.1344922941	0.399303	19.5154927437	0.273873	0.2013	0.2082	3221100001241018631	18.3321913719	0.058	19.0383923306	0.127	18.031	9999.0	16.237	9999.0	27.2	17.607	12.5	17.781	2.0	15.821	-0.8	15.636
XMM	93030201	1237663543142645997	1237666661288378429	322.4142	-0.1224383	0.553436	0.034043	QSO	2.714381e-14	2.178604e-13	1.497214e-13	no	1.700119	1.771578	1.367382	1.259594	1.360802	1.712555	1.831476	1.519361	1.696078	1.655067	1	0.2020041	0.1486327	0.1078008	0.08174212	0.05795618	20.3962467699	0.05442164	19.2843139728	0.01082749	18.814769781	0.01054217	18.3681081496	0.01014988	18.2444000076	0.03152816	2863060246511763948	-99.0	-99.0	22.8460097961	0.1923864	433871280772	19.6305943094	0.13671	19.5192964006	0.164454	19.9791495383	0.323741	-99.0	-99.0	0.0941	0.0932	3221100001241018434	16.8400534894	0.02	16.5112697684	0.021	16.414	0.082	15.193	0.246	40.8	10.902	43.5	11.322	20.3	10.35	7.6	10.092
XMM	111180201	1237663542063530794	1237663542063530794	310.0374	-1.005744	2.159586	0.044771	QSO	1.140778e-14	0.0	3.032637e-14	no	1.410718	1.318079	1.196422	1.188145	1.168892	1.479593	1.465664	1.270224	1.32432	1.234955	1	0.3321145	0.2443667	0.1772351	0.134392	0.09528562	19.8970588371	0.03006502	19.3339748206	0.01021561	18.8649333744	0.009946532	18.5021579525	0.01055067	18.2273091571	0.02617163	6401869206833334541	23.6534820912	0.3861576	-99.0	-99.0	433871793280	21.1144695266	0.423084	21.2655044501	0.397582	19.5981380565	0.2076	19.3776632532	0.216425	0.2108	0.2232	3100001601241041503	18.2295966266	0.05	18.3833081125	0.103	17.283	0.157	15.672	9999.0	23.9	15.388	16.1	15.005	11.1	13.363	2.6	13.722
XMM	134920901	1237666300559032565	1237666725727305936	58.23103	-0.01739063	0.548457	0.027729	QSO	6.210307e-14	1.276347e-13	1.910099e-13	no	2.928766	2.706061	1.979579	1.869983	1.992258	2.904808	2.666602	2.127862	2.115072	1.739892	1	1.056772	0.777563	0.5639535	0.4276289	0.3031942	21.0676374452	0.06371835	20.1898680795	0.01686206	19.7749086557	0.01752217	19.2844690048	0.01712939	19.4884492493	0.0769551	3786403723237919897	22.0773557866	0.04238889	-99.0	-99.0	433832726112	19.6095342952	0.136694	19.6048444826	0.178492	19.4434096636	0.170333	19.5489797905	0.237593	0.1829	0.1945	574100001241015289	18.2608998952	0.065	18.0237999069	0.061	17.525	0.229	15.577	0.328	25.2	11.866	22.2	11.557	5.3	10.824	2.2	10.617
XMM	142610101	1237663784217804931	1237676325511823541	46.65526	0.1786914	0.264922	0.026099	GALAXY	3.495e-14	5.061379e-14	1.04086e-13	no	1.39636	1.947827	1.748366	1.892646	2.870019	1.172325	2.000564	2.285879	2.277306	2.670467	0	0.4207933	0.3096157	0.2245591	0.1702764	0.1207281	20.4526277375	0.09006508	19.9430230145	0.02644204	19.2519211102	0.01663609	19.0295241984	0.01649632	18.6231403602	0.0363305	3785488929565707398	21.5685580683	0.05055796	21.7795118306	0.0829423	433830914238	19.3609117335	0.08001	19.0472774576	0.109933	18.8857310916	0.135789	19.211686147	0.252433	0.1809	0.1931	468100001241022572	18.3486930735	0.047	18.2410605098	0.089	17.078	0.168	15.422	9999.0	25.4	11.848	20.0	11.843	14.0	11.006	2.1	10.893
XMM	147580401	1237656909038026934	1237666662913998885	356.7733	1.108708	1.042889	0.02278	QSO	6.486929e-14	7.925044e-14	1.788797e-13	no	1.637418	1.515728	1.473586	1.461667	1.268413	1.807293	1.592416	1.511946	1.41239	1.326475	1	0.1380448	0.101572	0.07366852	0.05586061	0.03960587	19.0373590052	0.02264119	18.9963900951	0.008816619	18.8663690665	0.01085636	18.9192317765	0.01588721	19.0446646735	0.05602517	2910946176925701215	19.9427086328	0.02578335	20.9854284136	0.03209772	433826294571	-99.0	-99.0	-99.0	-99.0	-99.0	-99.0	19.835070374	0.331838	0.1692	0.1783	3569101501241008535	18.094820187	0.047	17.8882846107	0.058	18.138	0.409	15.921	9999.0	27.4	12.843	24.0	12.815	5.2	12.905	1.2	12.867
XMM	200430101	1237663237130617053	1237676323905011903	55.32533	-1.186205	0.277086	0.025125	QSO	1.67208e-14	6.670912e-14	6.582983e-14	no	2.012396	3.380818	5.25956	5.163526	5.197805	1.855026	8.88575	5.396327	5.684175	5.446895	0	0.6185799	0.4551452	0.3301092	0.2503119	0.1774742	20.3977428828	0.1060465	19.7965571329	0.03238705	18.648270993	0.01389439	18.1547933325	0.01168477	17.6599249701	0.02273693	3786157432635396888	22.1569217703	0.06185013	22.7291709333	0.1661626	433838535985	16.1438752782	0.012153	15.8783665337	0.010593	15.5331177463	0.012043	15.6352185963	0.013648	0.1345	0.1373	559001601241023217	17.5035992982	0.027	17.7331993761	0.047	17.508	0.206	15.328	9999.0	34.8	11.836	25.9	11.768	10.4	10.916	2.9	10.9
XMM	200480401	1237663782603260084	1237663524924162234	37.67707	-1.185483	0.232598	0.048439	QSO	1.358505e-13	2.996247e-13	4.297362e-13	no	2.158475	2.087278	1.892229	1.780408	2.137194	2.160229	2.206385	2.12641	1.981462	2.214529	0	0.1722393	0.1267321	0.09191665	0.06969761	0.04941647	19.9356890547	0.04337894	19.3877698817	0.01323528	18.6649919172	0.0105932	18.230304666	0.0107513	18.0238415901	0.03105401	2417661280240277652	21.079093498	0.04771309	21.0922650974	0.06684764	433838804716	-99.0	-99.0	-99.0	-99.0	18.8296121853	0.146833	18.5809883507	0.118205	0.1161	0.1148	378001601241027638	17.6640141754	0.026	17.5643459337	0.035	17.119	0.106	15.7	0.272	38.4	22.249	31.6	23.41	16.9	21.938	6.6	21.777
XMM	200480401	1237666406848332010	1237663542101868817	37.69097	-0.8985524	1.2568	0.01788	QSO	1.244025e-14	0.0	3.545503e-14	no	1.301477	1.499806	2.865556	1.01068	1.280273	0.7459092	3.504034	2.940339	0.7791238	0.768081	1	0.1605175	0.1181073	0.08566123	0.06495432	0.04605342	21.7917667653	0.126283	21.5331961106	0.04672291	21.1226892774	0.04684642	21.0309563482	0.06585496	20.9362582978	0.2252502	2417661280240281318	22.193560679	0.1183511	23.5851158729	0.2743478	433837941634	-99.0	-99.0	-99.0	-99.0	17.7338478885	0.119991	-99.0	-99.0	0.6132	0.6429	378001601241036651	20.0236048788	0.175	19.7499821145	0.212	18.583	9999.0	16.233	9999.0	9.1	26.748	6.5	27.419	1.7	25.495	2.0	24.994
XMM	203690101	1237663204918428080	1237666662382764723	9.666672	0.7712497	0.557572	0.028828	GALAXY	5.334383e-15	0.0	1.665197e-14	no	0.3191335	27.91836	3.4422	3.34378	3.550998	1.926353	4.282452	2.732666	3.775453	2.757615	0	0.1127481	0.082959	0.06016879	0.04562417	0.0323481	23.4849063257	1.0731	22.2782562813	0.1772924	20.9043133969	0.08841661	19.8780104367	0.05719195	19.3884543645	0.1233925	2916610860829910333	21.7842903868	0.1899272	-99.0	-99.0	433827473439	17.2909065081	0.023495	17.1206638527	0.012345	17.005391785	0.016802	17.2095737761	0.030105	0.3091	0.3211	90101501241000187	18.7139368881	0.1	19.2444994561	0.276	18.536	9999.0	15.628	9999.0	18.8	14.637	8.2	14.447	3.0	14.565	3.8	14.907
